chr	coord	esc_max_exp	npc_max_exp
chr1	154920000	0.00979	0.14703
chrX	85240000	0.00000	0.00000
chr12	114400000	0.00000	0.00000
chr4	21040000	0.00000	0.00000
chr3	55520000	0.01101	0.10219
chr11	58640000	0.00000	0.00000
chr3	59160000	0.00000	0.00287
chr15	91600000	0.01844	0.00000
chr5	7880000	0.07573	0.00000
chr6	57840000	0.26437	11.78730
chr19	16000000	13.70125	0.37503
chr8	124840000	0.20031	0.21263
chr8	71720000	0.36416	0.02546
chr4	145600000	54.19206	0.00000
chrX	32960000	0.00000	0.00000
chr7	43640000	13.97506	0.10935
chr11	87920000	0.00000	0.00000
chr12	24840000	7.81285	9.87289
chr8	41400000	22.18872	27.83155
chr10	3880000	0.00000	0.00000
chr10	75240000	8.60918	11.79685
chrX	49200000	0.00000	0.00000
chr17	44000000	0.00000	0.00000
chr7	17720000	0.00575	0.00000
chr17	13760000	0.29590	0.84808
chr12	73960000	0.46343	0.03280
chr4	136280000	46.89727	0.92908
chr10	40280000	75.74093	0.00000
chr7	13640000	0.16072	0.03204
chr11	103680000	0.11096	0.01571
chr1	186200000	0.00000	0.00000
chrY	88320000	0.00000	0.00000
chrX	56160000	19.15338	6.63066
chr9	122280000	0.00000	0.91294
chr2	118760000	1.13798	7.07647
chr14	99000000	557.04887	467.17189
chr1	7600000	0.00000	0.00000
chr3	128560000	0.00000	0.00000
chr10	85840000	51.72606	22.79988
chrX	142240000	12.05599	0.00000
chrY	34600000	0.00000	0.00000
chr7	104440000	27.93100	18.97546
chr11	120200000	0.11721	2.21590
chr12	22280000	0.43779	0.24785
chr6	62600000	0.00000	0.00000
chr3	80400000	0.00000	0.00000
chr15	5160000	177.46549	116.95321
chr15	12160000	0.00000	0.00000
chrX	67760000	0.00000	0.00000
chr5	121760000	0.18091	0.34567
chr14	34080000	0.00000	0.00000
chr1	14120000	0.00000	0.00440
chr1	157080000	0.00000	0.00000
chrY	76600000	0.00000	0.00000
chr1	153480000	0.80052	0.00000
chrY	23120000	0.00000	0.00000
chr10	13880000	0.37171	0.91248
chr1	97920000	0.02218	0.65936
chr11	49560000	0.00000	0.00000
chr9	103800000	0.11022	0.29181
chr10	10640000	0.00000	0.00419
chr15	75960000	32.10028	19.23875
chrX	13200000	181.50975	87.81737
chr8	110760000	0.60844	0.00767
chr12	49160000	0.00000	0.01569
chr7	3360000	3.49702	2.03606
chrY	82640000	0.00000	0.00000
chr4	106520000	0.00000	0.00000
chr5	105360000	0.03469	0.03535
chr7	124160000	0.14480	0.12296
chr11	70920000	0.14405	0.08155
chrX	20480000	0.00000	0.00000
chr2	13280000	5.24470	0.27235
chr7	96320000	0.37735	0.32045
chr11	58560000	0.09347	0.00000
chr5	4120000	10.75885	65.60130
chr3	103880000	0.04963	0.01873
chr12	59080000	3758.45963	3224.53140
chr14	34920000	0.00000	0.00000
chr12	112840000	26.30651	2.47667
chr15	9760000	0.05520	0.01563
chr6	90360000	0.07532	0.00960
chr7	60160000	22.46827	5.13708
chr8	66520000	28.14800	0.00000
chr6	148920000	495.91816	415.66645
chr5	53320000	0.09889	0.99839
chr7	127000000	15.69183	0.04634
chr5	24440000	6.97011	0.00000
chr5	138280000	35.76527	3.09190
chr5	143800000	0.16129	0.02568
chr19	29720000	4.52730	0.10184
chrY	62160000	0.00000	0.00000
chr19	20760000	0.04521	2.31101
chrX	37880000	0.01551	0.00000
chr4	43480000	0.94784	3.12667
chr11	121080000	0.00000	0.00000
chr10	60360000	0.59978	0.26574
chrX	117720000	0.00000	0.00000
chr12	104040000	0.02542	0.00000
chr16	17440000	6.38426	3.73312
chr11	55640000	0.01548	0.23655
chrY	18560000	0.00000	0.00000
chrY	62680000	0.00000	0.00000
chr15	76360000	588.68282	488.36847
chr6	146800000	20.60236	21.62862
chr15	30200000	0.22425	1.82387
chr2	32600000	10.63302	0.00000
chr5	39360000	0.00000	0.00000
chr2	132720000	4.09400	0.15400
chr13	4200000	0.74715	0.00000
chr11	121880000	0.01419	0.01205
chr7	39280000	0.02141	0.00909
chr3	45400000	0.01881	0.25858
chr12	102720000	15.30316	0.68225
chr4	49880000	0.00761	0.01034
chr6	122720000	507.86581	409.68579
chr7	109720000	10.06225	3.85314
chr2	146240000	1.06048	4.86103
chr9	21960000	9.23108	3.70349
chr4	57000000	0.25482	1.03779
chr4	19960000	0.00000	0.00000
chr11	33600000	0.15487	0.00000
chrX	139240000	2.19118	0.00000
chr11	6480000	49.25362	0.00000
chr15	95200000	0.00000	0.00000
chr6	131200000	0.00000	0.00000
chr3	15960000	0.00000	0.00000
chr9	50600000	0.57520	0.00000
chr4	16680000	3.49137	2.52018
chr6	140200000	0.00000	0.00000
chrX	86080000	0.00000	0.00000
chrY	71600000	0.00000	0.00000
chr17	23880000	2.28249	0.00000
chr3	146440000	8.40549	17.43342
chrY	16040000	0.00000	0.00000
chr1	117800000	0.03244	0.00000
chrX	101720000	2.86897	4.25068
chr13	93160000	0.08512	0.02945
chr9	94760000	0.00000	0.00000
chr10	116480000	0.13836	0.59533
chr1	156440000	0.03954	0.06106
chr5	63720000	0.00000	0.00000
chr6	103200000	0.00000	0.00000
chr14	41160000	0.00000	0.00000
chr18	46240000	0.85902	0.72295
chr15	40560000	0.00000	0.00000
chr7	61680000	0.00000	0.00000
chr10	128120000	362.04005	0.00000
chr9	58520000	0.39296	0.75641
chr7	33720000	0.00000	0.00000
chr2	46440000	0.00000	0.00000
chr2	155200000	0.02970	0.02522
chr14	118400000	0.11638	0.00000
chr1	127800000	12.75972	2.55437
chr10	128280000	3.92099	0.01644
chrY	61800000	0.00000	0.00000
chr7	12240000	0.00000	0.00000
chr13	33000000	0.07641	0.06489
chr14	124000000	0.00000	0.00000
chr1	16120000	996.36090	747.05113
chr9	84680000	0.00000	0.00000
chr6	93480000	0.00000	0.03284
chr3	90440000	14.25015	8.78196
chr11	114480000	0.00000	0.02269
chr5	15480000	0.50483	0.00000
chr19	43720000	0.65229	0.67959
chr4	145520000	158.90911	1.83654
chr1	191240000	1.95113	3.57301
chr16	37880000	10.25557	0.13674
chr5	15720000	0.51742	0.00000
chr2	126920000	0.13734	0.46654
chr4	52880000	0.00000	0.00000
chr6	123160000	0.00000	0.00000
chr1	94800000	0.00000	0.00000
chr17	24640000	18.41943	19.62225
chr19	45840000	0.76306	0.18710
chr7	109760000	2.25788	0.00000
chr2	118720000	0.01537	0.10442
chr8	7880000	0.00000	0.00000
chr3	37400000	0.01935	0.11502
chr13	10600000	0.00000	0.00000
chr13	67400000	4.69368	0.03237
chr8	13800000	36.50504	21.44013
chr12	112640000	0.52192	1.17625
chr2	52560000	0.00000	0.00000
chr11	11720000	0.13903	0.00000
chr16	16920000	15.97304	8.54347
chr10	89880000	0.09790	0.56116
chr7	59680000	0.00000	4.21870
chr3	88280000	0.06750	0.00000
chr16	66280000	0.34914	0.00000
chr4	61720000	0.00000	0.00000
chr5	75840000	0.01563	0.00000
chr1	83240000	0.06663	0.00000
chr4	42280000	0.02737	0.00000
chr1	189760000	1.98027	7.23873
chrX	144520000	0.00000	0.00000
chr6	39760000	6.34397	5.44458
chr1	7040000	0.35243	0.00000
chr6	90600000	0.00000	0.00000
chr5	97160000	0.00000	0.00000
chr19	35000000	1.00967	0.64307
chr7	27040000	0.00000	0.00000
chr13	118560000	0.00000	0.00000
chr12	3120000	0.00000	0.00000
chrX	151040000	62.99503	0.00000
chr10	26080000	0.07717	0.11967
chr1	163640000	35.41815	33.99831
chr1	75240000	31.80099	0.00000
chr1	44960000	0.00000	0.00000
chr11	49800000	19.07642	0.00000
chr7	128600000	0.06226	0.05287
chr17	22040000	0.09156	0.00000
chr2	30400000	5.56379	0.00000
chr5	37040000	0.47758	0.00712
chr1	123400000	0.00534	0.00000
chr5	20600000	0.55118	0.46807
chr9	74960000	0.81805	6.32948
chr7	102040000	2.05467	1.59756
chr6	4040000	0.69106	0.12082
chr14	20320000	1.92489	2.28850
chr1	183240000	44.73127	11.84072
chr1	9520000	0.00000	0.01128
chr11	50240000	38.36512	0.00000
chrY	32400000	0.53610	0.00000
chr15	83160000	138.05035	319.24191
chr11	61440000	9.47478	11.34116
chr13	56920000	0.00508	0.00000
chr9	35640000	0.00000	0.00000
chr14	8840000	2064.72885	905.41797
chr8	34240000	6.12202	0.03795
chr4	122200000	0.00000	0.00000
chr10	91040000	0.00000	0.00000
chr14	5840000	10.80517	2.58537
chr4	87240000	0.01529	0.08180
chr5	92720000	0.88073	2.76575
chrY	1080000	0.88108	1.06889
chr11	104240000	2.54971	0.59397
chr10	79000000	0.00000	0.00000
chr7	33800000	0.00000	0.00000
chr12	61360000	0.00000	0.00000
chr7	78880000	4.75899	3.12615
chrX	60400000	1.24526	1.93873
chr13	56720000	5.25374	0.63449
chr12	9000000	9.57442	9.30626
chr4	147040000	310.85757	0.70394
chr16	11200000	7.97763	0.87583
chr2	80560000	0.46356	0.00000
chr13	38040000	18.12748	11.15101
chr11	116800000	0.01562	0.02653
chr13	25280000	0.39074	0.05333
chr9	21280000	5.15304	0.05076
chr2	151160000	0.00000	0.00000
chr10	39160000	3.18223	1.86671
chr2	37040000	0.00000	0.00000
chr3	104640000	38.56893	0.19344
chr8	46640000	52.14674	53.74649
chr10	120880000	0.20119	0.00534
chrY	51280000	0.00000	0.00000
chr5	80120000	0.00000	0.00000
chr7	143840000	4.06749	9.65823
chr7	9960000	0.00000	0.00000
chr10	4120000	0.35692	0.20207
chr19	44440000	14.75460	66.56524
chr5	104320000	0.00000	0.14420
chr2	118520000	0.00000	0.00000
chrX	17920000	0.00000	0.00000
chrX	107360000	0.07102	0.00000
chr1	184840000	0.01663	0.19344
chr10	128720000	24.74641	14.46000
chr1	4960000	0.06867	0.00000
chr2	31000000	13.41689	7.68069
chrY	57480000	0.01519	0.00000
chr5	112360000	7.61600	0.00000
chr2	165080000	0.29614	0.51229
chr2	35480000	4.73219	8.56948
chrX	74600000	0.00000	0.00000
chr7	31760000	0.00000	0.00000
chr1	68000000	0.00000	0.00000
chr1	182800000	0.47932	2.80818
chr14	27440000	29.87778	7.05782
chr3	116360000	0.00000	0.00000
chr3	51880000	0.00000	0.07833
chr4	138240000	4.79763	0.35690
chr14	121520000	4.21067	0.03555
chr3	59000000	310.75625	0.00000
chr3	144160000	0.00000	0.00000
chrY	79720000	0.00000	0.00000
chr15	99120000	3.06211	9.36136
chr11	101440000	2.56161	0.47350
chr14	118840000	0.00000	0.00000
chr5	16760000	170.80293	51.11349
chr16	34760000	0.03493	1.68319
chr5	7280000	0.00000	0.00000
chrY	26880000	0.00000	0.00000
chr9	38840000	0.01650	0.00000
chr8	105760000	15.31034	8.96041
chr7	99160000	5.19400	4.28624
chr8	13400000	0.00000	0.00000
chr6	72240000	0.00000	0.50517
chr11	100720000	16.20981	0.15294
chr6	123200000	0.00000	0.00000
chr11	5880000	34.46131	26.85548
chr3	10480000	5.54972	4.25486
chr1	10560000	0.02566	0.00000
chr4	109000000	0.00000	0.45321
chrX	120320000	0.05367	0.00000
chr9	110840000	0.24199	0.00000
chr7	84440000	1.15729	5.70863
chrX	77000000	0.00000	0.00000
chr18	66240000	0.00000	0.00000
chr16	93920000	12.24714	7.10806
chr2	148160000	0.00000	0.00000
chr6	124560000	0.78799	0.00000
chr4	99720000	2.41356	1.87882
chr5	26160000	0.06895	0.00000
chr1	25800000	0.04105	1.08421
chr2	31280000	1.53750	8.24649
chr7	107160000	0.00000	0.00000
chr10	52040000	0.02264	0.00000
chr2	26760000	0.94066	0.29670
chr4	148120000	13.75780	3.49001
chr17	33280000	30.93757	0.00000
chr12	105800000	39.06557	21.57946
chrX	67000000	0.00000	0.00000
chr6	75320000	496.84602	168.31027
chr3	88680000	0.00000	0.00000
chr2	131600000	0.04915	0.00000
chr9	65200000	1055.67741	2291.96551
chr7	9560000	0.13422	0.24696
chr8	119720000	0.08693	0.00000
chrCHR_MG65_PATCH	37320000	234.02145	145.78560
chr6	47080000	1.61422	4.25233
chr1	169600000	0.00000	0.00000
chr10	117440000	0.00000	0.00000
chr7	102080000	4.85220	2.38626
chr11	5120000	80.10374	4.85534
chrX	15720000	0.00000	0.00000
chr6	70040000	0.00000	0.00000
chr4	129480000	6.32029	0.11330
chr10	128200000	7.43957	0.27396
chr3	40920000	0.40380	0.01351
chrX	51080000	0.00000	0.00000
chr1	155960000	12.16006	10.11355
chrX	138240000	0.01418	0.00000
chr11	59000000	13.08883	0.11578
chr2	33360000	0.48971	0.35646
chr17	19280000	0.00000	0.00000
chr9	104280000	15.89533	0.18871
chr6	47840000	76.84103	0.61801
chr2	74760000	0.02087	0.00000
chrX	58640000	4.83255	4.01464
chrY	27560000	0.00000	0.00000
chr7	43440000	0.06382	0.00000
chr1	42680000	0.00000	0.00000
chr4	43080000	1.93888	3.99237
chrX	155960000	0.00000	0.00000
chr5	100800000	25.62267	0.86321
chr2	170600000	0.00000	0.00000
chr9	32480000	0.00000	0.14825
chr8	126960000	4254.31852	4417.76875
chr11	79760000	0.50033	0.00000
chr6	49400000	6.27245	0.60484
chr15	53920000	1.24357	0.00000
chr12	86400000	29.97822	0.25182
chr13	73320000	634.45847	681.81450
chr2	11240000	0.00000	0.00000
chr8	107320000	2.93833	2.95271
chrX	150480000	2.53676	0.06744
chr13	23960000	76.22335	0.12296
chrX	8720000	0.00000	0.00000
chr9	108040000	6.53918	0.47350
chr8	95640000	7.79060	4.69556
chrY	72400000	0.00000	0.00000
chr6	70640000	0.00000	0.00000
chr3	25160000	0.00179	0.00000
chr19	6840000	0.00000	0.00000
chr14	56240000	0.00000	0.00000
chrX	74360000	29.17820	24.59794
chr4	124640000	0.00000	0.05451
chr10	109400000	0.00000	0.00000
chr3	57800000	13.74971	9.49335
chr9	14920000	0.00805	0.00684
chr5	67040000	0.01977	0.00000
chr3	103000000	2.31853	4.19975
chr9	65960000	0.00000	0.00000
chr16	30440000	20.61533	8.74343
chr16	17480000	16.01943	11.57952
chr5	102160000	0.02429	0.00000
chr17	9000000	0.18450	0.56704
chr5	145160000	89.74906	39.03959
chr12	96080000	0.00000	0.00000
chrY	39440000	0.00000	0.00000
chrX	157800000	0.00000	0.00000
chr8	92880000	0.29868	0.38047
chr9	101200000	0.04142	0.24620
chrX	106960000	7.90700	9.69030
chrY	4800000	0.10152	0.00000
chr12	95400000	0.00000	0.00000
chr4	42320000	1.04497	2.66220
chr5	35920000	0.50647	0.26885
chr4	115560000	0.11860	0.00000
chr7	100400000	11.29750	14.26330
chr5	44440000	1.08496	1.19528
chr12	20920000	3.63200	0.64090
chr16	94320000	1.15174	2.18185
chr15	79080000	250.58085	4.11231
chrX	144360000	0.96224	1.00942
chrY	72280000	0.24232	0.00000
chr14	64840000	0.13166	0.00000
chr4	30680000	0.00000	0.00000
chr7	130360000	23.24212	6.82249
chr6	122640000	125.41518	279.43140
chr11	57680000	1.56570	0.00000
chr6	89680000	3.04947	3.82015
chr6	36600000	0.00000	0.00000
chrX	162880000	0.95789	0.81345
chr7	123480000	0.01184	0.08047
chr18	56600000	28.62747	0.08630
chr12	53080000	0.00000	0.00000
chr7	15160000	0.83657	0.00000
chr16	32000000	158.40640	0.12589
chr3	93160000	0.00000	0.00000
chr15	74920000	0.00000	0.00000
chr19	51240000	0.00000	0.00000
chr7	105000000	0.00000	0.00000
chr2	165400000	1.90545	9.17326
chr2	157000000	4.15086	0.00000
chr5	100920000	0.04052	0.00000
chr3	79600000	71.05456	0.00000
chr5	25520000	4.30909	0.00000
chr2	118880000	4.27527	6.53798
chr5	123040000	2.10798	0.15761
chr6	51720000	0.00000	0.00000
chr13	67720000	6.51988	0.00000
chr7	47320000	0.00000	0.00000
chr5	146240000	8.32700	0.76969
chr4	115920000	0.00000	0.00000
chr5	11960000	0.33385	0.22681
chr3	53880000	12.08890	0.00000
chr7	68640000	0.00000	0.00000
chr11	103440000	3.92168	1.14821
chr8	55960000	0.00409	0.00347
chr4	156200000	8.11328	13.91133
chrX	155080000	0.33962	0.86522
chr7	34400000	35.42604	0.00000
chr1	119920000	3.89679	0.00000
chr14	53040000	2.14746	0.08862
chr9	56040000	0.02413	0.00000
chrY	64080000	0.00000	0.00000
chr13	54880000	0.00000	0.00000
chr12	105240000	30.84795	0.03077
chr11	58920000	3.61093	0.00000
chr1	58680000	230.47407	174.37035
chr1	95320000	0.79154	2.08576
chr1	44400000	0.00000	0.00000
chr7	143880000	0.00000	0.00000
chr5	77120000	2.69833	0.02865
chr9	24720000	0.02171	0.00000
chr5	87600000	0.00000	0.00000
chr4	126440000	1.20047	1.63304
chrX	125680000	460.18334	253.16071
chr19	39760000	0.00000	0.00920
chr13	27200000	0.00000	0.00000
chrY	37560000	0.00000	0.00000
chrX	162160000	1.57195	5.50361
chr9	113960000	21.44915	17.67513
chr1	98200000	0.00000	0.00000
chrX	95240000	0.00000	0.00000
chr9	39560000	0.00000	0.00000
chr2	154000000	0.00000	0.00000
chr13	87800000	0.00000	0.00000
chr5	135120000	0.44859	0.32080
chrY	34760000	0.00000	0.00000
chr14	56880000	0.00000	0.00000
chr6	104520000	0.00575	0.10983
chr2	140960000	0.19257	0.09812
chr2	163760000	8.43441	1.81442
chr2	77360000	0.03082	0.02618
chrY	2280000	0.00000	0.00000
chr5	120640000	10.04659	0.12136
chr1	44840000	0.00000	0.00000
chr5	62640000	0.10735	0.27349
chr18	7600000	9.61412	21.42188
chr1	105480000	47.80166	34.40532
chrY	73960000	0.00000	0.00000
chrX	149360000	0.00000	0.00000
chr11	109800000	0.00000	0.00000
chr5	68600000	0.00000	0.00000
chr11	61680000	0.02084	0.00000
chr6	114760000	0.05929	0.07327
chr18	36000000	0.08198	1.25639
chr2	36000000	0.01857	0.06307
chr9	64240000	12.79550	0.00000
chr7	24200000	1.53718	1.03593
chr11	109880000	0.00000	0.00000
chrY	69120000	0.00000	0.00000
chr3	81560000	0.00000	0.00000
chrX	47600000	0.19244	0.36770
chr3	64960000	0.00000	0.00000
chr4	132640000	7.98490	5.33706
chr11	101400000	0.00774	0.00000
chr6	140560000	0.81212	1.63012
chrX	40040000	0.00000	0.00000
chr1	75520000	1.61485	1.25465
chr1	97800000	10.31682	1.09630
chr9	21520000	15.71436	0.22660
chr4	146240000	400.33506	140.07124
chr9	40880000	0.00000	0.01813
chr13	55120000	250.36628	267.52441
chr2	152600000	0.09482	0.00000
chr1	13200000	0.19069	0.78854
chr6	129560000	15.12496	0.03589
chr15	78800000	1.80933	9.42575
chr7	128160000	0.01242	0.00000
chr17	51200000	1.52745	2.58861
chr16	90560000	0.00000	0.00000
chr19	44960000	14.65259	0.59298
chr13	21200000	21.36429	12.17504
chr4	70280000	56.11250	31.18726
chr11	35640000	0.33962	1.73043
chr4	47960000	0.00000	0.00000
chr1	164160000	0.11564	0.00000
chr11	43280000	0.03606	0.00000
chr5	127320000	0.00000	0.10234
chr4	124760000	6.12869	5.67550
chr3	84160000	84.62055	23.31305
chr15	4040000	15.41346	0.08905
chr8	55920000	0.00000	0.00000
chr14	44800000	0.00000	0.00000
chr8	21920000	0.00000	0.00000
chr1	144800000	0.00000	0.00000
chr2	27000000	15.12365	11.08022
chr7	31920000	0.00000	0.00000
chr14	33480000	4.49463	7.27215
chrX	72920000	26.66787	35.07823
chr7	89640000	22.20352	7.65104
chr16	38240000	0.00000	0.00000
chr9	106800000	8.84198	6.18909
chr7	66720000	2.65812	2.56556
chr9	85880000	1.71272	9.41047
chr2	54280000	0.00000	0.00000
chr1	129960000	0.00000	0.00552
chr1	87880000	9.19491	0.09397
chr13	48680000	0.01335	0.03401
chr16	91560000	5.67378	0.00000
chr3	113760000	0.00000	0.12296
chr5	66160000	0.00000	0.00000
chr1	10880000	0.34454	0.35528
chr8	106440000	3.80390	6.99098
chr16	58760000	5.89590	0.00000
chr8	84240000	6.31507	1.48048
chr5	135200000	13.88306	3.45091
chr17	87000000	1.76844	12.22440
chr6	118280000	0.00000	0.00000
chrX	102720000	7.33812	0.00000
chr17	32440000	0.07629	0.00000
chrY	78040000	0.00000	0.00000
chr2	103240000	0.00000	0.00000
chrX	25120000	0.14943	0.00000
chr5	96000000	110.73700	47.24306
chr10	94000000	0.00000	0.00000
chr1	52240000	6.82671	13.48037
chrX	78400000	0.33656	0.14290
chr3	144880000	0.60021	0.00000
chr5	53920000	0.12437	0.13435
chr1	4440000	0.00205	0.00000
chr13	30400000	0.00000	0.00000
chr3	59760000	0.39462	0.00000
chrX	102680000	1.90101	0.85453
chr19	35080000	0.00000	0.00000
chr15	27600000	0.00000	0.00000
chr1	180040000	0.06621	0.36860
chr1	73000000	0.02676	0.00000
chr1	81560000	0.00000	0.00792
chr6	149360000	0.08395	0.03565
chr10	128080000	286.95677	120.58782
chr3	107360000	16.12728	0.02129
chr1	74320000	39.35092	0.39780
chr5	149920000	0.02481	0.00000
chr3	123800000	0.00000	0.00000
chr10	129680000	0.00000	0.00000
chr1	29440000	0.00000	0.00000
chr13	54440000	0.00000	0.00000
chr7	127800000	4.69371	5.00096
chr1	106640000	0.00000	0.31922
chr4	128200000	0.05774	0.02452
chrX	146080000	0.00000	0.00000
chr7	16640000	10.21854	0.00000
chrX	104120000	0.18679	0.15862
chr11	88120000	0.46867	5.00929
chr6	37880000	13.02544	0.04376
chr3	80240000	0.00000	0.00000
chr13	53560000	0.62786	0.31103
chr10	97680000	0.00000	0.00000
chrY	18200000	0.00000	0.00000
chr5	142440000	1.88660	4.31486
chrX	161720000	0.00777	0.65350
chr10	45280000	0.00000	0.00000
chr1	24920000	0.00000	0.00000
chr18	41000000	0.00000	0.00000
chr3	46640000	0.00000	0.00000
chr5	62560000	0.00000	0.00000
chr2	173120000	0.30773	0.00622
chr2	39280000	0.00000	0.00000
chr11	23080000	0.28274	0.00000
chr14	31360000	10.63586	10.86532
chr2	112080000	0.00000	0.00000
chr7	103400000	0.00000	0.00000
chr6	122600000	0.04915	0.00000
chr18	64800000	0.00000	0.00000
chr6	72680000	0.54581	0.14163
chr5	127120000	0.00000	0.00000
chrX	88120000	0.00400	0.02038
chrX	71000000	0.00000	0.02514
chr1	163080000	0.00000	0.00000
chr12	70840000	1.81177	2.43381
chr2	60160000	0.28159	0.49667
chr2	32000000	6.91344	0.00000
chr2	131920000	2.80621	0.00000
chr17	24360000	0.45864	3.19518
chrY	33200000	0.00000	0.00000
chrX	73680000	8.76221	1.37618
chr11	97160000	0.89283	0.00000
chr6	35200000	33.67854	19.98213
chr9	15640000	0.05641	0.00000
chr5	140600000	0.09141	0.07763
chr10	103960000	0.00000	0.00000
chr2	145920000	21.39120	0.07638
chr9	9320000	0.00000	0.00000
chr7	44840000	7.50155	7.13485
chr3	129440000	0.12536	0.00000
chr7	34680000	4.35278	1.00394
chr10	127920000	0.03689	0.00000
chrX	124440000	0.00000	0.00000
chrX	103960000	0.00000	0.14138
chr4	143320000	7.08296	29.18419
chr2	154080000	0.00000	0.00000
chr11	74800000	16.74297	3.49230
chr1	98440000	0.00000	0.00000
chr8	70720000	4.78978	0.32134
chrY	23400000	0.00000	0.00000
chr1	36920000	0.80506	0.40757
chr3	108680000	3.67923	9.79086
chr1	172360000	0.40073	0.03698
chr1	156720000	2.82206	4.34631
chr13	63360000	0.00000	0.09792
chr11	48760000	67.95344	0.34620
chr2	85040000	106.91983	72.15500
chr4	88840000	0.41336	0.08668
chr14	120480000	2.37625	10.31772
chr5	11280000	0.00000	0.00000
chr5	10560000	8.67744	7.85518
chr3	123240000	0.13791	0.00623
chr14	110760000	0.00440	0.00000
chr5	65600000	0.04357	0.08634
chr11	86360000	17.02464	0.00000
chr11	117960000	0.00000	0.00000
chr14	40320000	0.10435	0.00000
chr11	97320000	62.03021	0.82175
chr15	4080000	0.00000	0.00000
chrX	148400000	0.00000	0.00000
chr1	170000000	2.44465	2.52958
chr5	31960000	0.51064	0.18259
chr17	47960000	1.31958	0.08886
chr1	127280000	0.14739	0.09103
chr5	78480000	0.40404	1.08212
chr10	10720000	0.00000	0.00000
chr12	91000000	0.01464	0.04911
chr1	186120000	13.44688	0.32875
chrY	25440000	0.00000	0.00000
chr14	49200000	11.15640	7.34172
chrY	25920000	0.00000	0.00000
chr6	122840000	118.12926	0.52008
chr3	31920000	0.00597	0.22820
chr4	97200000	0.00000	0.00000
chr10	18760000	0.76843	0.49618
chr18	44840000	3.36001	0.00000
chr14	66000000	3.06968	3.20199
chr3	101960000	0.01443	0.24174
