gene	chr	coord	expression_breadth
ENSMUSG00000027843	chr3	103840000	32
ENSMUSG00000024725	chr19	18620000	32
ENSMUSG00000069830	chr11	71140000	8
ENSMUSG00000031928	chr9	14780000	32
ENSMUSG00000028631	chr4	120740000	32
ENSMUSG00000042520	chr3	90040000	32
ENSMUSG00000035177	chr7	5340000	1
ENSMUSG00000060716	chr12	79020000	32
ENSMUSG00000044098	chr3	103900000	32
ENSMUSG00000015340	chrX	9480000	31
ENSMUSG00000025147	chr7	142060000	32
ENSMUSG00000020614	chr11	109720000	32
ENSMUSG00000018263	chr5	119820000	19
ENSMUSG00000050108	chr10	86000000	20
ENSMUSG00000031749	chr8	110900000	32
ENSMUSG00000052040	chr7	63920000	32
ENSMUSG00000025544	chr14	122100000	32
ENSMUSG00000029484	chr5	96780000	32
ENSMUSG00000027099	chr2	74820000	32
ENSMUSG00000078632	chr11	103500000	2
ENSMUSG00000028431	chr4	56800000	32
ENSMUSG00000022634	chr15	93320000	32
ENSMUSG00000027018	chr2	71380000	32
ENSMUSG00000036097	chr19	44920000	32
ENSMUSG00000019900	chr10	51660000	7
ENSMUSG00000004099	chr9	20940000	32
ENSMUSG00000010175	chr1	190160000	32
ENSMUSG00000075569	chr5	143920000	31
ENSMUSG00000075704	chr16	18420000	32
ENSMUSG00000054988	chr3	20360000	23
ENSMUSG00000041138	chr13	19680000	10
ENSMUSG00000034560	chr10	83540000	32
ENSMUSG00000035184	chr14	62540000	32
ENSMUSG00000042350	chr12	84960000	32
ENSMUSG00000023236	chr2	113820000	32
ENSMUSG00000051985	chr1	136000000	17
ENSMUSG00000032202	chr9	73040000	32
ENSMUSG00000032198	chr9	21840000	32
ENSMUSG00000034473	chr16	35360000	32
ENSMUSG00000075376	chr2	37420000	32
ENSMUSG00000057132	chr14	52100000	32
ENSMUSG00000039395	chr1	72200000	32
ENSMUSG00000032527	chr9	101020000	32
ENSMUSG00000025171	chr19	41980000	32
ENSMUSG00000036916	chrX	48580000	32
ENSMUSG00000042554	chr1	130620000	15
ENSMUSG00000026279	chr1	93740000	32
ENSMUSG00000035694	chr10	112160000	21
ENSMUSG00000029423	chr5	128700000	15
ENSMUSG00000050271	chr8	36080000	32
ENSMUSG00000037331	chr11	58000000	32
ENSMUSG00000034867	chr7	35580000	32
ENSMUSG00000089943	chr1	88160000	14
ENSMUSG00000035967	chrX	56440000	32
ENSMUSG00000041247	chr16	19700000	3
ENSMUSG00000039701	chr3	122980000	23
ENSMUSG00000029797	chr6	48440000	22
ENSMUSG00000067001	chr1	107380000	16
ENSMUSG00000042197	chr1	33800000	32
ENSMUSG00000004535	chr6	52700000	32
ENSMUSG00000020191	chr11	11460000	29
ENSMUSG00000074344	chr3	105860000	29
ENSMUSG00000030522	chr7	64280000	32
ENSMUSG00000032373	chr9	66700000	31
ENSMUSG00000025016	chr19	41260000	32
ENSMUSG00000027011	chr2	78860000	32
ENSMUSG00000025104	chr7	81920000	32
ENSMUSG00000023008	chr15	99360000	32
ENSMUSG00000026510	chr1	182400000	32
ENSMUSG00000029775	chr6	30400000	32
ENSMUSG00000040616	chr4	142080000	32
ENSMUSG00000046610	chr18	65680000	20
ENSMUSG00000022911	chr16	62840000	32
ENSMUSG00000057766	chr18	12300000	32
ENSMUSG00000033910	chr3	82140000	32
ENSMUSG00000020038	chr10	85180000	32
ENSMUSG00000074677	chr3	15840000	19
ENSMUSG00000024795	chr19	34920000	23
ENSMUSG00000024231	chr18	3380000	32
ENSMUSG00000029314	chr5	100840000	32
ENSMUSG00000070002	chr8	70520000	32
ENSMUSG00000039936	chr4	149700000	32
ENSMUSG00000027646	chr2	157400000	32
ENSMUSG00000022149	chr15	6440000	13
ENSMUSG00000054672	chr7	140240000	19
ENSMUSG00000020226	chr10	76100000	17
ENSMUSG00000030873	chr7	121860000	28
ENSMUSG00000001173	chrX	47900000	32
ENSMUSG00000020807	chr11	72200000	32
ENSMUSG00000034738	chr2	69120000	31
ENSMUSG00000030737	chr7	99700000	32
ENSMUSG00000029253	chr5	86060000	32
ENSMUSG00000020130	chr10	115240000	32
ENSMUSG00000021583	chr13	74620000	32
ENSMUSG00000020986	chr12	59000000	32
ENSMUSG00000039637	chr16	4660000	32
ENSMUSG00000089739	chr2	167660000	22
ENSMUSG00000026468	chr1	155740000	11
ENSMUSG00000026356	chr1	128400000	32
ENSMUSG00000032575	chr9	106880000	32
ENSMUSG00000041476	chrX	157680000	29
ENSMUSG00000045248	chr8	72540000	32
ENSMUSG00000039728	chr7	49900000	12
ENSMUSG00000030309	chr6	148880000	32
ENSMUSG00000056413	chr5	139320000	32
ENSMUSG00000020955	chr12	51680000	32
ENSMUSG00000038187	chr7	113360000	32
ENSMUSG00000031666	chr8	91060000	32
ENSMUSG00000020003	chr10	19900000	32
ENSMUSG00000001630	chr6	146720000	32
ENSMUSG00000032475	chr9	100540000	32
ENSMUSG00000025277	chr14	8000000	32
ENSMUSG00000020608	chr12	11260000	32
ENSMUSG00000020690	chr11	105060000	15
ENSMUSG00000039680	chr16	92040000	32
ENSMUSG00000028854	chr4	133360000	32
ENSMUSG00000009733	chr15	100540000	32
ENSMUSG00000038002	chr17	25000000	32
ENSMUSG00000042043	chr13	94780000	32
ENSMUSG00000073158	chr12	24080000	23
ENSMUSG00000032224	chr9	70140000	32
ENSMUSG00000031562	chr8	48080000	32
ENSMUSG00000021758	chr13	112640000	19
ENSMUSG00000066097	chr4	96340000	11
ENSMUSG00000060657	chr16	14160000	32
ENSMUSG00000061410	chr8	121640000	10
ENSMUSG00000068284	chr16	44160000	32
ENSMUSG00000021111	chr12	105780000	32
ENSMUSG00000038816	chr4	56860000	32
ENSMUSG00000026887	chr2	36120000	32
ENSMUSG00000019302	chr11	101000000	32
ENSMUSG00000093803	chr9	124460000	23
ENSMUSG00000042385	chr13	113220000	20
ENSMUSG00000052459	chr16	44120000	32
ENSMUSG00000079564	chr9	49500000	22
ENSMUSG00000056167	chr9	114640000	32
ENSMUSG00000018340	chr11	55020000	32
ENSMUSG00000003949	chr11	90380000	32
ENSMUSG00000072511	chr15	65960000	1
ENSMUSG00000050312	chr16	62780000	32
ENSMUSG00000032850	chr5	118240000	32
ENSMUSG00000041293	chr17	43260000	17
ENSMUSG00000015214	chrX	71360000	32
ENSMUSG00000040389	chr3	108580000	32
ENSMUSG00000004040	chr11	100920000	32
ENSMUSG00000022013	chr14	77860000	32
ENSMUSG00000060679	chr1	42840000	32
ENSMUSG00000032899	chr6	131340000	31
ENSMUSG00000060681	chrX	56600000	32
ENSMUSG00000053046	chr7	141940000	32
ENSMUSG00000032741	chr5	120580000	32
ENSMUSG00000043972	chr17	42600000	4
ENSMUSG00000033898	chr1	139840000	21
ENSMUSG00000058740	chr2	25860000	32
ENSMUSG00000031262	chrX	134300000	32
ENSMUSG00000033688	chr9	103300000	27
ENSMUSG00000035325	chr5	100400000	32
ENSMUSG00000067369	chrX	134260000	32
ENSMUSG00000024104	chr6	116200000	32
ENSMUSG00000028766	chr4	137780000	32
ENSMUSG00000017466	chr11	118340000	32
ENSMUSG00000055717	chr14	103640000	32
ENSMUSG00000003271	chr7	45780000	32
ENSMUSG00000021363	chr13	41060000	23
ENSMUSG00000033902	chr2	119960000	32
ENSMUSG00000040651	chr14	27420000	32
ENSMUSG00000012422	chr13	90080000	32
ENSMUSG00000094985	chr9	122740000	2
ENSMUSG00000041012	chr9	114840000	32
ENSMUSG00000048911	chr2	131340000	32
ENSMUSG00000035427	chrX	86300000	1
ENSMUSG00000040728	chr4	11380000	28
ENSMUSG00000095788	chr3	15420000	16
ENSMUSG00000027175	chr2	104700000	23
ENSMUSG00000036712	chr8	88680000	32
ENSMUSG00000030924	chr7	119780000	32
ENSMUSG00000029015	chr5	21860000	13
ENSMUSG00000066643	chr12	8960000	32
ENSMUSG00000033075	chr15	98080000	32
ENSMUSG00000074698	chr2	152220000	32
ENSMUSG00000063849	chr9	57440000	32
ENSMUSG00000026976	chr2	24460000	23
ENSMUSG00000017692	chr11	80300000	32
ENSMUSG00000047117	chr13	96460000	23
ENSMUSG00000033255	chr10	75940000	12
ENSMUSG00000028423	chr4	40960000	32
ENSMUSG00000019831	chr10	40880000	32
ENSMUSG00000016534	chrX	38440000	32
ENSMUSG00000032407	chr9	95500000	32
ENSMUSG00000040738	chr4	11240000	32
ENSMUSG00000019659	chr9	110640000	32
ENSMUSG00000049577	chr8	122280000	10
ENSMUSG00000024206	chr17	56820000	32
ENSMUSG00000028158	chr3	138140000	32
ENSMUSG00000038736	chr15	44420000	32
ENSMUSG00000024036	chr17	31280000	32
ENSMUSG00000055972	chr16	87780000	4
ENSMUSG00000026645	chr2	3380000	10
ENSMUSG00000044164	chr13	43600000	26
ENSMUSG00000027994	chr3	129960000	32
ENSMUSG00000030967	chr7	132920000	32
ENSMUSG00000028405	chr4	40140000	32
ENSMUSG00000039463	chr2	167420000	32
ENSMUSG00000046167	chr9	54280000	16
ENSMUSG00000053411	chr15	79960000	32
ENSMUSG00000075033	chr16	55880000	32
ENSMUSG00000023990	chr17	47720000	32
ENSMUSG00000019864	chr10	43900000	32
ENSMUSG00000024481	chr18	46840000	26
ENSMUSG00000041343	chr7	92620000	32
ENSMUSG00000016493	chr1	195080000	32
ENSMUSG00000035429	chr7	4600000	15
ENSMUSG00000032030	chr9	53660000	32
ENSMUSG00000033533	chr7	119600000	20
ENSMUSG00000032556	chr9	103480000	28
ENSMUSG00000022949	chr16	92480000	31
ENSMUSG00000035365	chr10	88140000	32
ENSMUSG00000025854	chr5	138740000	32
ENSMUSG00000038591	chr15	54400000	17
ENSMUSG00000020798	chr11	72540000	32
ENSMUSG00000074375	chr7	14120000	1
ENSMUSG00000025726	chr7	81100000	16
ENSMUSG00000025271	chrX	150580000	32
ENSMUSG00000057173	chr1	39720000	27
ENSMUSG00000026017	chr1	60080000	32
ENSMUSG00000044768	chr1	97660000	32
ENSMUSG00000020679	chr11	83840000	30
ENSMUSG00000032872	chr9	87020000	23
ENSMUSG00000042182	chr1	33900000	32
ENSMUSG00000037857	chr11	77680000	32
ENSMUSG00000079012	chr12	104320000	27
ENSMUSG00000038916	chr10	29140000	20
ENSMUSG00000030232	chr6	140620000	32
ENSMUSG00000078495	chr4	147800000	22
ENSMUSG00000037139	chr4	135740000	30
ENSMUSG00000030786	chr7	128060000	31
ENSMUSG00000036502	chrX	38240000	32
ENSMUSG00000030854	chr7	47120000	31
ENSMUSG00000029279	chr5	107320000	32
ENSMUSG00000040693	chr1	96860000	24
ENSMUSG00000072944	chrX	140060000	23
ENSMUSG00000048661	chr10	120960000	32
ENSMUSG00000014245	chr11	62440000	32
ENSMUSG00000052299	chr16	87420000	32
ENSMUSG00000009090	chr11	4980000	32
ENSMUSG00000040276	chr17	27640000	32
ENSMUSG00000025899	chr9	3320000	32
ENSMUSG00000054934	chr10	116460000	32
ENSMUSG00000054134	chr17	30940000	14
ENSMUSG00000015721	chr7	23380000	15
ENSMUSG00000090115	chr17	47620000	23
ENSMUSG00000026750	chr2	38640000	32
ENSMUSG00000035629	chr16	32860000	32
ENSMUSG00000078926	chr13	113020000	10
ENSMUSG00000022747	chr16	58520000	32
ENSMUSG00000001833	chr9	25240000	32
ENSMUSG00000006711	chr13	24840000	28
ENSMUSG00000020332	chr11	54360000	10
ENSMUSG00000036743	chr18	14700000	24
ENSMUSG00000028920	chr4	141140000	32
ENSMUSG00000031965	chr9	24760000	17
ENSMUSG00000030921	chr7	104460000	32
ENSMUSG00000022479	chr15	97900000	32
ENSMUSG00000021638	chr13	100540000	32
ENSMUSG00000027253	chr2	91440000	32
ENSMUSG00000020057	chr10	88360000	32
ENSMUSG00000035528	chr5	89520000	13
ENSMUSG00000039497	chr10	34200000	32
ENSMUSG00000042557	chr9	57060000	32
ENSMUSG00000033417	chr19	60580000	32
ENSMUSG00000037708	chr2	18680000	30
ENSMUSG00000092470	chr16	17880000	23
ENSMUSG00000045761	chr17	71660000	29
ENSMUSG00000091908	chr9	57760000	22
ENSMUSG00000033032	chr18	61780000	32
ENSMUSG00000026933	chr2	25980000	32
ENSMUSG00000055884	chr12	65060000	32
ENSMUSG00000058388	chr3	103960000	32
ENSMUSG00000073805	chr7	134920000	30
ENSMUSG00000049659	chr11	20740000	32
ENSMUSG00000032504	chr9	113700000	32
ENSMUSG00000024600	chr18	58540000	20
ENSMUSG00000027208	chr2	126020000	32
ENSMUSG00000028127	chr3	121800000	32
ENSMUSG00000039782	chr5	43220000	32
ENSMUSG00000060477	chr6	113620000	32
ENSMUSG00000026012	chr1	60700000	30
ENSMUSG00000061136	chr2	53180000	32
ENSMUSG00000038495	chr3	96100000	32
ENSMUSG00000025876	chr13	54940000	32
ENSMUSG00000040339	chr3	109020000	32
ENSMUSG00000025978	chr1	55220000	32
ENSMUSG00000009112	chr6	120820000	32
ENSMUSG00000026387	chr1	120000000	31
ENSMUSG00000041718	chrX	144300000	32
ENSMUSG00000027699	chr3	27140000	32
ENSMUSG00000057604	chr6	112260000	32
ENSMUSG00000035547	chr7	98160000	32
ENSMUSG00000028578	chr4	94540000	32
ENSMUSG00000047786	chr17	17400000	23
ENSMUSG00000029994	chr6	86780000	32
ENSMUSG00000072601	chr14	43860000	25
ENSMUSG00000042050	chr12	116260000	32
ENSMUSG00000035614	chr12	64960000	32
ENSMUSG00000025189	chr19	43440000	27
ENSMUSG00000061755	chr5	41840000	32
ENSMUSG00000054892	chr5	72740000	28
ENSMUSG00000042121	chr5	113980000	32
ENSMUSG00000068117	chr15	82060000	17
ENSMUSG00000039155	chr2	178420000	26
ENSMUSG00000021055	chr12	76160000	20
ENSMUSG00000037259	chr2	144520000	32
ENSMUSG00000005947	chr11	73080000	31
ENSMUSG00000078773	chr4	11540000	32
ENSMUSG00000033644	chr14	70420000	31
ENSMUSG00000046605	chr11	121660000	32
ENSMUSG00000001773	chr7	86760000	21
ENSMUSG00000027530	chr3	10300000	18
ENSMUSG00000056091	chr6	72080000	32
ENSMUSG00000032281	chr9	54660000	32
ENSMUSG00000027261	chr2	134540000	13
ENSMUSG00000037343	chr15	55060000	32
ENSMUSG00000027288	chr2	120560000	32
ENSMUSG00000026207	chr1	75360000	32
ENSMUSG00000056267	chr9	99240000	31
ENSMUSG00000032118	chr9	36820000	32
ENSMUSG00000053436	chr17	28680000	32
ENSMUSG00000026516	chr1	181140000	32
ENSMUSG00000006005	chr1	150380000	32
ENSMUSG00000042203	chr17	29540000	32
ENSMUSG00000024182	chr17	26120000	32
ENSMUSG00000031844	chr8	117700000	29
ENSMUSG00000030236	chr6	141620000	12
ENSMUSG00000032267	chr9	48980000	32
ENSMUSG00000021003	chr12	98240000	32
ENSMUSG00000047221	chr5	21420000	32
ENSMUSG00000074991	chr16	59400000	0
ENSMUSG00000036777	chr9	22380000	32
ENSMUSG00000024245	chr17	80940000	31
ENSMUSG00000044348	chrX	137020000	32
ENSMUSG00000037643	chr3	30980000	32
ENSMUSG00000026380	chr1	118620000	31
ENSMUSG00000003575	chr8	70420000	32
ENSMUSG00000049100	chr3	45360000	27
ENSMUSG00000035164	chr9	52160000	32
ENSMUSG00000029486	chr5	96200000	32
ENSMUSG00000046096	chr7	120660000	32
ENSMUSG00000079259	chr9	114560000	17
ENSMUSG00000079265	chr14	44700000	2
ENSMUSG00000037443	chr4	134180000	32
ENSMUSG00000018809	chr11	75340000	32
ENSMUSG00000018427	chr11	86980000	32
ENSMUSG00000028777	chr5	17960000	6
ENSMUSG00000038095	chr5	124420000	32
ENSMUSG00000039703	chr11	120420000	32
ENSMUSG00000070691	chr4	135120000	29
ENSMUSG00000022401	chr15	81400000	32
ENSMUSG00000034532	chr14	65260000	26
ENSMUSG00000046727	chr18	36340000	32
ENSMUSG00000024758	chr19	7480000	32
ENSMUSG00000055538	chr14	25760000	32
ENSMUSG00000041638	chr5	115560000	32
ENSMUSG00000020701	chr11	82380000	29
ENSMUSG00000089865	chr9	72940000	2
ENSMUSG00000023991	chr17	47920000	32
ENSMUSG00000037617	chr15	36160000	32
ENSMUSG00000031659	chr8	88260000	32
ENSMUSG00000026083	chr1	37980000	32
ENSMUSG00000021969	chr14	57880000	32
ENSMUSG00000050017	chr5	111320000	32
ENSMUSG00000039342	chr1	72700000	1
ENSMUSG00000021938	chr14	56760000	32
ENSMUSG00000035473	chr17	80120000	32
ENSMUSG00000078490	chr4	155400000	23
ENSMUSG00000036241	chr4	41120000	32
ENSMUSG00000033411	chr2	121940000	32
ENSMUSG00000025003	chr19	39500000	11
ENSMUSG00000030759	chr7	113500000	32
ENSMUSG00000010554	chr11	74760000	32
ENSMUSG00000034112	chr8	119700000	32
ENSMUSG00000032314	chr9	55500000	32
ENSMUSG00000041298	chr5	148920000	32
ENSMUSG00000036013	chrX	53260000	11
ENSMUSG00000036403	chr5	76580000	32
ENSMUSG00000021919	chr14	32460000	22
ENSMUSG00000020380	chr11	53700000	32
ENSMUSG00000062646	chr2	120400000	32
ENSMUSG00000061184	chr5	86280000	0
ENSMUSG00000040729	chr9	8120000	31
ENSMUSG00000020183	chr10	117620000	32
ENSMUSG00000052557	chr8	117140000	32
ENSMUSG00000022364	chr15	57900000	32
ENSMUSG00000052533	chr2	30280000	32
ENSMUSG00000025791	chr4	99920000	32
ENSMUSG00000037991	chr16	10820000	31
ENSMUSG00000000374	chr10	78240000	32
ENSMUSG00000024513	chr18	70560000	32
ENSMUSG00000034243	chr16	36860000	32
ENSMUSG00000000759	chr8	12660000	32
ENSMUSG00000032204	chr9	71160000	32
ENSMUSG00000078945	chr13	100200000	31
ENSMUSG00000039543	chr14	20440000	26
ENSMUSG00000032009	chr9	14260000	32
ENSMUSG00000031990	chr9	27140000	32
ENSMUSG00000035069	chr4	103300000	32
ENSMUSG00000028245	chr4	6440000	32
ENSMUSG00000031918	chr9	13740000	32
ENSMUSG00000024030	chr17	31040000	32
ENSMUSG00000010796	chr6	18100000	18
ENSMUSG00000022849	chr16	35760000	32
ENSMUSG00000038324	chr2	155680000	32
ENSMUSG00000030494	chr7	35320000	32
ENSMUSG00000045991	chr18	64340000	20
ENSMUSG00000036707	chr1	85780000	32
ENSMUSG00000029823	chr6	38540000	32
ENSMUSG00000033088	chr15	78940000	32
ENSMUSG00000042444	chr9	70640000	32
ENSMUSG00000028572	chr4	95960000	32
ENSMUSG00000029655	chr5	150660000	32
ENSMUSG00000042548	chr2	153340000	32
ENSMUSG00000090223	chr16	96460000	23
ENSMUSG00000022463	chr15	82140000	32
ENSMUSG00000038034	chr1	172260000	32
ENSMUSG00000038242	chr1	58200000	24
ENSMUSG00000044707	chr11	43520000	32
ENSMUSG00000022807	chr16	33180000	32
ENSMUSG00000034709	chr17	88520000	32
ENSMUSG00000024130	chr17	24340000	32
ENSMUSG00000031519	chr8	54520000	31
ENSMUSG00000071604	chr19	24020000	32
ENSMUSG00000047324	chr13	48000000	9
ENSMUSG00000022865	chr16	78300000	32
ENSMUSG00000043535	chr2	29120000	32
ENSMUSG00000047731	chr19	46580000	32
ENSMUSG00000055980	chr1	82280000	31
ENSMUSG00000042029	chr12	116400000	32
ENSMUSG00000039187	chr7	79380000	32
ENSMUSG00000050079	chr8	94600000	32
ENSMUSG00000040013	chr5	135340000	18
ENSMUSG00000034275	chr9	27280000	23
ENSMUSG00000096044	chr5	93540000	1
ENSMUSG00000022905	chr16	35960000	32
ENSMUSG00000027326	chr2	119040000	24
ENSMUSG00000022052	chr14	67060000	32
ENSMUSG00000027719	chr3	37060000	13
ENSMUSG00000023577	chr9	106560000	12
ENSMUSG00000013089	chr16	22420000	32
ENSMUSG00000035513	chr2	29240000	32
ENSMUSG00000030769	chr7	123200000	30
ENSMUSG00000020695	chr11	105280000	32
ENSMUSG00000024381	chr18	32360000	32
ENSMUSG00000028106	chr3	95800000	32
ENSMUSG00000025194	chr19	43780000	27
ENSMUSG00000022249	chr15	10540000	11
ENSMUSG00000000441	chr6	115660000	32
ENSMUSG00000006169	chr11	45840000	32
ENSMUSG00000072845	chr5	86460000	13
ENSMUSG00000014956	chr5	32440000	32
ENSMUSG00000015747	chr3	96040000	32
ENSMUSG00000027641	chr2	157200000	32
ENSMUSG00000029106	chr5	34560000	32
ENSMUSG00000027346	chr2	132580000	32
ENSMUSG00000011034	chr5	33100000	27
ENSMUSG00000032307	chr9	55140000	32
ENSMUSG00000032239	chr9	22460000	32
ENSMUSG00000035211	chr7	99840000	23
ENSMUSG00000037013	chr18	14680000	32
ENSMUSG00000035310	chr5	100500000	32
ENSMUSG00000029330	chr5	101760000	32
ENSMUSG00000041700	chrX	145340000	11
ENSMUSG00000075044	chr19	8200000	13
ENSMUSG00000020297	chr11	32000000	31
ENSMUSG00000041688	chrX	145500000	32
ENSMUSG00000037946	chr13	49320000	32
ENSMUSG00000026923	chr2	26500000	32
ENSMUSG00000039911	chr4	149940000	32
ENSMUSG00000039200	chr16	10180000	18
ENSMUSG00000045868	chr7	106200000	21
ENSMUSG00000026491	chr1	179800000	32
ENSMUSG00000024053	chr17	71300000	32
ENSMUSG00000036256	chr5	77400000	32
ENSMUSG00000022983	chr16	90280000	32
ENSMUSG00000078606	chr7	105940000	22
ENSMUSG00000037242	chr4	135260000	32
ENSMUSG00000055239	chr6	72880000	32
ENSMUSG00000002748	chr5	135180000	32
ENSMUSG00000039929	chr16	90800000	32
ENSMUSG00000017686	chr11	80200000	32
ENSMUSG00000000325	chr16	18340000	32
ENSMUSG00000072872	chr6	100280000	32
ENSMUSG00000029049	chr4	155080000	32
ENSMUSG00000035226	chr2	163900000	29
ENSMUSG00000047804	chr11	61920000	32
ENSMUSG00000032056	chr9	51060000	11
ENSMUSG00000056673	chrY	880000	26
ENSMUSG00000060044	chr10	68720000	30
ENSMUSG00000039620	chr8	36440000	32
ENSMUSG00000042678	chr11	60460000	27
ENSMUSG00000020134	chr11	21080000	32
ENSMUSG00000037415	chr8	105820000	32
ENSMUSG00000035860	chr12	33080000	22
ENSMUSG00000003166	chr16	17880000	32
ENSMUSG00000024539	chr18	67720000	32
ENSMUSG00000051329	chr2	90660000	32
ENSMUSG00000040325	chr9	106820000	32
ENSMUSG00000031026	chr7	109500000	27
ENSMUSG00000009207	chr2	74560000	32
ENSMUSG00000017057	chrX	36100000	32
ENSMUSG00000001998	chr2	127000000	32
ENSMUSG00000021820	chr14	20780000	32
ENSMUSG00000024811	chr19	36820000	32
ENSMUSG00000026840	chr2	31880000	32
ENSMUSG00000029592	chr5	114060000	32
ENSMUSG00000055561	chr18	43960000	15
ENSMUSG00000037490	chr10	22640000	32
ENSMUSG00000030263	chr6	145100000	32
ENSMUSG00000039952	chr9	108260000	32
ENSMUSG00000039741	chr11	120220000	32
ENSMUSG00000061950	chr17	65780000	32
ENSMUSG00000028284	chr4	31960000	32
ENSMUSG00000029447	chr5	129780000	32
ENSMUSG00000054027	chr10	86760000	32
ENSMUSG00000041957	chr16	16200000	32
ENSMUSG00000066760	chr7	17060000	30
ENSMUSG00000055053	chr10	81440000	32
ENSMUSG00000024505	chr18	49740000	32
ENSMUSG00000063260	chr15	89840000	21
ENSMUSG00000021958	chr14	63860000	32
ENSMUSG00000024112	chr17	25420000	32
ENSMUSG00000094439	chr4	139600000	12
ENSMUSG00000045980	chr11	115180000	32
ENSMUSG00000036371	chr6	67220000	32
ENSMUSG00000078780	chr3	16000000	13
ENSMUSG00000001785	chr10	85820000	32
ENSMUSG00000035735	chr19	10300000	32
ENSMUSG00000053754	chr14	52240000	32
ENSMUSG00000022816	chr16	37760000	32
ENSMUSG00000026797	chr2	32840000	32
ENSMUSG00000026774	chr2	23200000	16
ENSMUSG00000028894	chr4	124740000	32
ENSMUSG00000021098	chr12	72940000	19
ENSMUSG00000036661	chr15	73500000	32
ENSMUSG00000027978	chr3	123440000	31
ENSMUSG00000016346	chr2	181120000	27
ENSMUSG00000026443	chr1	132880000	32
ENSMUSG00000022180	chr14	54780000	32
ENSMUSG00000022498	chr16	11120000	32
ENSMUSG00000079058	chr8	43700000	10
ENSMUSG00000028217	chr4	11740000	21
ENSMUSG00000023259	chr9	108840000	32
ENSMUSG00000024493	chr18	42260000	32
ENSMUSG00000055541	chr7	4060000	32
ENSMUSG00000052334	chr14	41940000	1
ENSMUSG00000020628	chr12	28740000	32
ENSMUSG00000048827	chr8	109600000	23
ENSMUSG00000021143	chr12	113000000	32
ENSMUSG00000031596	chr8	40860000	32
ENSMUSG00000016520	chr5	147060000	32
ENSMUSG00000051497	chr11	110960000	26
ENSMUSG00000026707	chr2	15040000	32
ENSMUSG00000009614	chr2	27240000	32
ENSMUSG00000027782	chr3	69120000	32
ENSMUSG00000016018	chr13	112920000	32
ENSMUSG00000034690	chr7	6040000	11
ENSMUSG00000047881	chr5	63960000	32
ENSMUSG00000026222	chr1	85640000	32
ENSMUSG00000038651	chr13	41100000	3
ENSMUSG00000022000	chr14	75280000	32
ENSMUSG00000064080	chr6	91200000	32
ENSMUSG00000027861	chr3	102080000	32
ENSMUSG00000061119	chr7	92860000	32
ENSMUSG00000042724	chr12	81780000	32
ENSMUSG00000059669	chr12	24480000	32
ENSMUSG00000074771	chr2	136500000	28
ENSMUSG00000028986	chr5	24100000	32
ENSMUSG00000058761	chr7	99980000	32
ENSMUSG00000029640	chr5	146780000	32
ENSMUSG00000066151	chr4	62360000	32
ENSMUSG00000034607	chrX	112680000	25
ENSMUSG00000016498	chr19	29400000	21
ENSMUSG00000053194	chr5	30540000	18
ENSMUSG00000031936	chr9	15100000	19
ENSMUSG00000078427	chr10	128800000	23
ENSMUSG00000079659	chr5	9100000	32
ENSMUSG00000027304	chr2	119660000	32
ENSMUSG00000062234	chr5	108620000	32
ENSMUSG00000031825	chr8	119980000	10
ENSMUSG00000037824	chr14	40960000	32
ENSMUSG00000014039	chr16	97840000	32
ENSMUSG00000028520	chr4	103280000	10
ENSMUSG00000038007	chr4	86860000	32
ENSMUSG00000025133	chr7	97480000	32
ENSMUSG00000034853	chr4	106800000	32
